adult,belongs_to_collection,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",125123,tt0122906,en,Among Giants,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a young Romeo. Into the mix comes Gerry, an Australian with a spirit of adventure and mountain climbing skills. She wants a job, and against the others' advice, who don't want a woman on the job, Ray hires her. Then she and Ray fall in love. He asks her to marry him, gives her a ring. Steve's jealous; Ray's ex-wife complains that he spends on Gerry, not his own kids, and she predicts that Gerry won't stay around. Plus, there's pressure to finish the job fast. Economics, romance, and wanderlust spark the end.",0.381749,/ugTs1SDHUAsBuCpdrCDKTC2kHeK.jpg,"[{'name': 'Arts Council of England', 'id': 718}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'British Screen Productions', 'id': 20777}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",24-06-1998,0,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"a love story from the writer of ""The Full Monty"".",Among Giants,FALSE,4.5,2
FALSE,,14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",28029,tt0120613,en,A Walk on the Moon,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,7.703645,/prNgf4ZHzkAp8Rl8KsaKMHOfDOs.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Groucho II Film Partnership', 'id': 372}, {'name': 'Punch 21 Productions', 'id': 13158}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",29-01-1999,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It was the summer of Woodstock... when she became the woman she always wanted to be.,A Walk on the Moon,FALSE,6.2,21
FALSE,"{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/lh4aGpd3U9rm9B8Oqr6CUgQLtZL.jpg', 'backdrop_path': '/RhUxjzNojIJsdZSYTn0CQvdKsn.jpg'}",63000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",603,tt0133093,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",33.366332,/hEpWvX6Bp79eLxY1kX5ZZJcme5U.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Groucho II Film Partnership', 'id': 372}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",30-03-1999,463517383,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Welcome to the Real World.,The Matrix,FALSE,7.9,9079
FALSE,,16000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4951,tt0147800,en,10 Things I Hate About You,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",12.069966,/paS5plbzKz3PYddxky6svYYz3hS.jpg,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30-03-1999,53478166,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,How do I loathe thee? Let me count the ways.,10 Things I Hate About You,FALSE,7.3,1768
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",65749,tt0120274,es,"Tango, no me dejes nunca",A dangerous love affair inspires a director to create the most spectacular and bodly seductive dance film ever made. 1998 Oscar Nominee Best Foreign Language Film.,0.596717,/ngW0tkg7hmPQAZsfCC419GJxZ3O.jpg,"[{'name': 'Adela Pictures', 'id': 40451}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",12-02-1998,0,115,"[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,Tango: do not ever leave me,Tango,FALSE,6.8,6
FALSE,,75000000,"[{'id': 35, 'name': 'Comedy'}]",8970,tt0129280,en,The Out-of-Towners,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.",9.019881,/zIEx8ttLYzfiyTS2PzcvRbYbL0j.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Cherry Alley Productions', 'id': 2232}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",02-04-1999,29000000,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,FALSE,5.1,46
FALSE,,500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",9840,tt0120449,fr,La vie rÃªvÃ©e des anges,"In Lille, two penniless young women with few prospects become friends. Isa moves in with Marie, who's flat-sitting for a mother and child in hospital in comas following a car crash. Isa is out-going, unskilled, with hopes of moving south to warmer climes. Marie usually is either angry or detached. Then, while Isa begins to visit the child in whose flat they live, going to hospital to read to her, Marie slowly falls for a rich youth. At first Marie keeps him at bay, then she not only pursues him, she begins to dream he is her life's love. When Isa tries to warn Marie, their friendship flounders. How will Marie handle the inevitable? And once they lose the flat, where will they go?",0.417705,/7QMEbbtZt3141wWG8CFgAp7ooAm.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",16-09-1998,0,113,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,,The Dreamlife of Angels,FALSE,6.9,18
FALSE,,0,[],186705,tt0116932,fr,"Love, etc.","A triangle: love, obsession, and choice. Pierre, a ladies' man who has little cash and no fixed residence, describes his best friend BenoÃ®t as the world's oldest 32-year-old. The shy, well-employed BenoÃ®t's life changes when he answers the personal ad of Marie, a 25-year-old who restores paintings. He's attracted to her and she likes his steady calm and his honest attention. They're soon a couple, and they include Pierre in their dinners, outings, and trips. What will happen when Pierre realizes that he too is in love with Marie?",0.227517,/gsoWfGTJV6B4KgGE4FDXOoPgyOR.jpg,[],[],27-11-1996,0,105,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,,"Love, etc.",FALSE,6,1
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",30950,tt0119665,en,Metroland,"After ten years absence Toni, Chris's best friend, suddenly reappears in London to bring chaos and doubt into Chris's calm, tranquil, slightly boring, predictable life. Chris starts to remember his carefree youth as a photographer in Paris when he lived with and enjoyed a torrid affair with Annick. It was also in Paris that he first met and fell in love with Marion. The temptations and pressure exerted on Chris by Toni to return to their former carefree life of sex, drugs and rock'n'roll soon starts to have an impact on Chris's marriage. He starts to question his values, his lifestyle choices and his relationship with Marion and even suspects her of starting an affair with Toni whom she dislikes! Eventually circumstances come to a head and Chris is forced to decide whether to follow Toni back to the hedonistic, irresponsible life of his youth or face the harsh realities of the present and stay with Marion.",0.503503,/xQZ5jhnFXu9p7uHk7Ebtm6eiBSi.jpg,"[{'name': 'MACT Productions', 'id': 393}, {'name': 'Arts Council of England', 'id': 718}, {'name': 'Eurimages', 'id': 850}, {'name': 'FilmanÃ­a S.L.', 'id': 11943}, {'name': 'Blue Horizon Productions', 'id': 30225}, {'name': 'European Co-production Fund', 'id': 30226}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",30-08-1997,0,105,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Metroland,FALSE,6.1,8
FALSE,,250000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",70687,tt0127302,en,The Sticky Fingers of Time,"A 1950s author (Terumi Matthews) is transported to 1990s Brooklyn, where she meets a woman (Nicole Zaray) who reads about her life.",0.623073,/4mSQvRqV9xgkFEbmVc3eMhIPOd3.jpg,[],[],06-06-1997,0,90,[],Released,,The Sticky Fingers of Time,FALSE,4.8,3
FALSE,,6000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11660,tt0154506,en,Following,"A struggling, unemployed young writer takes to following strangers around the streets of London, ostensibly to find inspiration for his new novel.",5.283661,/uoWnnSlUIWjqUXxfIej3ucAxg7J.jpg,"[{'name': 'Syncopy', 'id': 9996}, {'name': 'Next Wave Films', 'id': 13028}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",12-09-1998,48482,69,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Following,FALSE,7.2,363
FALSE,,6500000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",9430,tt0139239,en,Go,"Told from three perspectives, a story of a bunch of young Californians trying to get some cash, do and deal some drugs, score money and sex in Las Vegas, and generally experience the rush of life.",8.344282,/kr1nz11EILLPdRmn51jtvvBQrWL.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",09-04-1999,28451622,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A weekend wasted is never a wasted weekend.,Go,FALSE,7,198
FALSE,,25000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11355,tt0151738,en,Never Been Kissed,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",7.257679,/1F9EAhEQxa0I5Pa5Z10hWIBFS3r.jpg,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Flower Films (II)', 'id': 19813}, {'name': 'Bushwood Pictures', 'id': 21241}, {'name': 'Never Been Kissed Productions', 'id': 21242}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",09-04-1999,84565230,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Comedy With Class.,Never Been Kissed,FALSE,5.8,378
FALSE,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",18764,tt0105399,cn,åŒé¾™ä¼š,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other.",10.222076,/vl7aI8rWk9MoRp9j6VagrRZFxRM.jpg,"[{'name': 'Golden Way Films Ltd.', 'id': 3054}, {'name': 'Hong Kong Film Directors Guild', 'id': 71988}, {'name': 'Dimension Films (US version)', 'id': 71989}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",15-01-1992,8359717,89,"[{'iso_639_1': 'cn', 'name': 'å¹¿å·žè¯ / å»£å·žè©±'}, {'iso_639_1': 'zh', 'name': 'æ™®é€šè¯'}, {'iso_639_1': 'ru', 'name': 'PÑƒÑÑÐºÐ¸Ð¹'}]",Released,Twice the action!,Twin Dragons,FALSE,6.2,72
FALSE,,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9465,tt0126250,en,Cookie's Fortune,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,3.380684,/cK6okfIpLFczwudOJQfgiWWNG4Q.jpg,"[{'name': 'October Films', 'id': 236}, {'name': 'Moonstone Entertainment', 'id': 22289}, {'name': 'Elysian Dreams', 'id': 41048}, {'name': 'Kudzu', 'id': 41049}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22-01-1999,10920544,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Welcome to Holly Springs... home of murder, mayhem and catfish enchiladas.",Cookie's Fortune,FALSE,6.2,35
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",27455,tt0166195,en,Foolish,"'Foolish' Waise is a talented comedian with a hard-edge trying to make it in the comedy clubs in LA while his brother is a hard-nosed gangster trying to make it on the streets. With all the competition they face in their chosen ""professions,"" their biggest battle is with each other over the love of a pretty girl.",0.431822,/2uOoAVhjKvKlI923SUnUkL7lO9H.jpg,"[{'name': 'No Limit Films', 'id': 16718}, {'name': 'Shooting Star Pictures', 'id': 40648}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",09-04-1999,6033999,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This big mouth is ready for the big time,Foolish,FALSE,6.3,3
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1414,tt0133363,es,Los amantes del cÃ­rculo polar,"Otto and Ana are kids when they meet each other. Their names are palindromes. They meet by chance, people are related by chance. A story of circular lives, with circular names, and a circular place (CÃ­rculo polar) where the day never ends in the midnight sun. There are things that never end, and Love is one of them.",2.995334,/4HRUZYCAXN1W3C0qgJpAWbp7nNo.jpg,"[{'name': 'Sogetel', 'id': 15469}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",04-09-1998,0,112,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]",Released,Destiny cannot be denied.,Lovers of the Arctic Circle,FALSE,7.1,54
FALSE,,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",49981,tt0119219,en,Goodbye Lover,Police investigate when a man having an affair with his brother's wife disappears suddenly.,8.661415,/3lNQLHILeYX26FlHTjj4UPTEc21.jpg,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lightmotive', 'id': 16978}, {'name': 'Gotham Entertainment Group', 'id': 39288}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",01-05-1998,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one's ever been so good at being so bad.,Goodbye Lover,FALSE,5.8,11
FALSE,,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6522,tt0123964,en,Life,Two men in 1930s Mississippi become friends after being sentenced to life in prison together for a crime they did not commit.,7.579444,/c9phL8FXuL7i15CrjQH5PfM60NB.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-04-1999,73345029,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Share it with someone you love.,Life,FALSE,6.4,179
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",114719,tt0143261,en,Friends & Lovers,"Friends for ten years, a group of twenty-somethings head for the ski slopes as guests of Ian's father. (Ian and dad are estranged because dad worked too many hours when Ian was a lad.) Dad has something to say, but Ian won't listen. Meanwhile, David is gay and virginal; Ian's business partner, Keaton, is unhappy that his sister Jane is pregnant with no plans to tell the father; Lisa is everybody's pal and no one's lover; John, stuck in adolescence, is always on the make. He brings German-born stunner, Carla, and promptly loses her affection to Hans, a fast-talking ski instructor. David meets Manny: they have chess in common. Soon, surprises abound as relationships take new turns.",1.53188,/6Guv2hSbNrsBUj0oKrPhrHAgGe9.jpg,"[{'name': 'C.E.O. Films', 'id': 23036}, {'name': 'Laguna Entertainment', 'id': 23038}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-04-1999,94633,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,... can you tell the difference?,Friends & Lovers,FALSE,5.5,6
FALSE,,12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",10209,tt0136244,en,Hideous Kinky,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",2.402484,/kT0whcFasVTs0puS3Fjtjqk1k8o.jpg,"[{'name': 'Arts Council of England', 'id': 718}, {'name': 'The Film Consortium', 'id': 1218}, {'name': 'AMLF', 'id': 1869}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Greenpoint Films', 'id': 12918}, {'name': 'L Films', 'id': 38781}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",17-11-1998,0,98,"[{'iso_639_1': 'ar', 'name': 'Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,A Journey to Love,Hideous Kinky,FALSE,6.2,23
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",25512,tt0123923,fr,Jeanne et le garÃ§on formidable,"Jeanne, a receptionist at a travel agency, is looking for the love of her life. She thinks she has finally found it with Olivier. However, Olivier reveals he has AIDS and disappears from her life after her profession of love and confession of infidelity.",0.38359,/hQQR7qlFeEd1WsYBeU9BrGVdC8m.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",22-04-1998,13936,93,"[{'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]",Released,,Jeanne and the Perfect Guy,FALSE,4.5,3
